0.111943	0.097637	0.325636	0.263325	0.18299	0.417712	0.642449	0.471604	0.104722	0.37133	1
0.079166	0.056419	0.175813	0.421866	0.299304	0.468239	0.615276	0.561678	0.253444	0.483572	1
0.211877	0.095764	0.417209	0.165928	0.125648	0.473531	0.694043	0.507432	0.054753	0.43684	1
0.037077	0.045081	0.101124	0.659961	0.443325	0.444409	0.572134	0.5275	0.543289	0.400599	1
0.026486	0.039204	0.085127	0.890328	0.799378	0.45476	0.595505	0.557374	0.131576	0.418453	1
0.079741	0.059848	0.192283	0.427435	0.304934	0.447141	0.606931	0.550332	0.625402	0.04682	1
0.044027	0.039202	0.123182	0.7627	0.64617	0.438214	0.607685	0.551444	0.076278	0.090535	1
0.115516	0.067945	0.234151	0.359018	0.302267	0.467021	0.638931	0.562902	0.152219	0.260287	1
0.108127	0.096845	0.406268	0.256165	0.201363	0.461819	0.640078	0.569273	0.001544	0.254677	1
0.182971	0.11245	0.229302	0.347199	0.248333	0.544734	0.486064	0.515628	0.114489	0.526344	1
0.167061	0.080501	0.133471	0.583248	0.392503	0.379924	0.492086	0.488181	0.420456	0.908637	1
0.220504	0.125937	0.416588	0.343334	0.276337	0.415469	0.518914	0.452357	0.009933	0.719759	1
0.094367	0.041728	0.171053	0.496761	0.351015	0.472952	0.614485	0.558501	0.116933	0.305258	1
0.046287	0.061365	0.185364	0.473463	0.333975	0.444826	0.565713	0.512682	0.175923	0.164968	1
0.08007	0.065469	0.262478	0.359132	0.290562	0.451754	0.615299	0.558165	0.253956	0.315602	1
0.11606	0.060578	0.162862	0.43164	0.302563	0.44301	0.637864	0.520906	0.135667	0.526354	1
0.050511	0.025003	0.056357	0.87419	0.770485	0.425439	0.551808	0.517938	0.729933	0.248834	1
0.045066	0.029098	0.111088	0.834072	0.674322	0.442077	0.593182	0.523056	0.646767	0.379186	1
0.20732	0.106569	0.486192	0.223548	0.172915	0.479766	0.697034	0.578557	0.0344	0.560035	1
0.196161	0.063808	0.25411	0.35379	0.286709	0.469132	0.705192	0.522298	0.070721	0.478363	1
0.092962	0.078	0.28495	0.283555	0.221811	0.450047	0.57615	0.577237	0.220944	0.373999	1
0.137412	0.100469	0.393318	0.229572	0.190991	0.493878	0.668569	0.500894	0.015413	0.482456	1
0.072402	0.080058	0.26437	0.383566	0.325382	0.432936	0.538671	0.506439	0.154856	0.160409	1
0.074814	0.042959	0.212774	0.471417	0.321381	0.424786	0.616264	0.559033	0.059202	0.395814	1
0.165501	0.107513	0.409166	0.129674	0.093792	0.465994	0.530717	0.517217	0.071133	0.301713	1
0.04154	0.042166	0.107658	0.581543	0.399318	0.442457	0.592687	0.52507	0.081588	0.472878	1
0.100379	0.036434	0.212064	0.504035	0.446881	0.472146	0.631617	0.519116	0.087944	0.334236	1
0.049246	0.039702	0.096363	0.667008	0.540228	0.438962	0.609712	0.511377	0.3853	0.262195	1
0.129736	0.132619	0.4589	0.169451	0.122537	0.476043	0.639644	0.588008	0.02709	0.18741	1
0.063875	0.053473	0.138823	0.598591	0.48585	0.431868	0.551794	0.499807	0.223094	0.298768	1
0.063472	0.085573	0.249763	0.323673	0.223885	0.424857	0.573491	0.577239	0.896957	0.210065	1
0.066915	0.056577	0.144175	0.378793	0.294859	0.435243	0.5557	0.556432	0.245622	0.257414	1
0.059175	0.048243	0.103105	0.68451	0.520077	0.416986	0.563869	0.516087	0.052311	0.480886	1
0.130552	0.043869	0.225931	0.455393	0.357238	0.500036	0.627456	0.514815	0.073267	0.452454	1
