0.432839	0.437594	1	0.252336	0.351786	0.009662	0.30855	0	0	1
0.283581	0.475188	0.801782	0.333333	0.521429	0.077295	0.223048	0	0	1
0.22081	0.421053	0.790646	0.389408	0.567857	0.062802	0.218402	0	0	1
0.285779	0.372932	0.821826	0.311526	0.5	0.091787	0.259294	0	0	1
0.275244	0.381955	0.806236	0.29595	0.583929	0.088567	0.245353	0	0	1
0.21115	0.309775	0.804009	0.41433	0.564286	0.10306	0.245353	0	0.509804	1
0.275679	0.386466	0.801782	0.264798	0.585713	0.093398	0.254647	0	0	1
0.281388	0.36391	0.804009	0.23676	0.612499	0.091787	0.261152	0	0	1
0.352506	0.497744	0.797327	0.336449	0.405357	0.090177	0.266729	0	0	1
0.280948	0.341353	0.801782	0.333333	0.567857	0.091787	0.276022	0	0.215686	1
0.200176	0.299248	0.770601	0.395639	0.605356	0.107891	0.247212	0	0.470588	1
0.28446	0.311278	0.815145	0.305296	0.571429	0.096618	0.290892	0	0	1
0.208078	0.323308	0.76392	0.345794	0.619642	0.111111	0.243494	0	0.470588	1
0.277877	0.320301	0.792873	0.305296	0.607142	0.086957	0.274164	0	0.333333	1
0.28446	0.282707	0.799555	0.317757	0.621428	0.093398	0.285316	0	0	1
0.283581	0.312782	0.788419	0.292835	0.612499	0.093398	0.275093	0	0	1
0.293681	0.293233	0.817372	0.271028	0.589286	0.098229	0.303903	0	0	1
0.474541	0.545865	0.857461	0.186916	0.276786	0.024155	0.345725	0	0	1
0.349429	0.476692	0.830735	0.277259	0.4125	0.009662	0.321561	0	0	1
0.272167	0.344361	0.788419	0.436137	0.521429	0.086957	0.27974	0	0.137255	1
0.278756	0.314286	0.790646	0.373832	0.525	0.086957	0.287175	0	0.372549	1
0.373574	0.607519	0.835189	0	0.394642	0.004831	0.331784	0	0	1
0.272607	0.308271	0.806236	0.311526	0.532143	0.095008	0.303903	0	0	1
0.279195	0.312782	0.7951	0.330218	0.573214	0.099839	0.29368	0	0	1
0.265584	0.398496	0.77951	0.267913	0.542857	0.080515	0.27881	0	0	1
0.284899	0.338346	0.788419	0.286604	0.569643	0.10467	0.288104	0	0	1
0.297632	0.372932	0.775056	0.34891	0.505357	0.095008	0.27881	0	0	1
0.266024	0.321805	0.775056	0.323988	0.576786	0.090177	0.27881	0	0	1
0.286658	0.275188	0.783964	0.35514	0.596429	0.091787	0.289033	0	0	1
0.293681	0.353384	0.777283	0.308411	0.544643	0.096618	0.284387	0	0	1
0.286658	0.288722	0.792873	0.314642	0.583929	0.098229	0.302974	0	0.27451	1
0.277437	0.317293	0.77951	0.264798	0.617856	0.090177	0.289963	0	0	1
0.28973	0.318797	0.775056	0.292835	0.564286	0.098229	0.290892	0.028571	0.431373	1
0.280069	0.276692	0.772829	0.339564	0.639285	0.096618	0.289963	0	0.117647	1
0.293241	0.294737	0.788419	0.327103	0.560714	0.091787	0.30855	0	0	1
0.198418	0.384962	0.768374	0.286604	0.523214	0.090177	0.291822	0	0	1
0.348555	0.475188	0.786192	0.320872	0.357142	0.082126	0.311338	0.034921	0	1
0.299385	0.302256	0.775056	0.330218	0.5625	0.10306	0.302045	0	0	1
0.482003	0.523308	0.85078	0.056075	0.349999	0.017713	0.384758	0	0	1
0.482003	0.523308	0.85078	0.056075	0.349999	0.017713	0.384758	0	0	1
0.297632	0.309775	0.77951	0.258567	0.575	0.10306	0.310409	0	0	1
0.280948	0.297744	0.761693	0.283489	0.605356	0.095008	0.298327	0	0	1
0.291483	0.372932	0.755011	0.323988	0.526786	0.095008	0.29368	0	0	1
0.480685	0.451128	0.855234	0.133956	0.348215	0.027375	0.400558	0	0	1
0.29456	0.300752	0.76392	0.280374	0.560714	0.099839	0.30948	0	0.588235	1
0.344604	0.415038	0.775056	0.330218	0.382142	0.088567	0.331784	0	0	1
0.330992	0.369925	0.750557	0.277259	0.519643	0.091787	0.315985	0	0.313726	1
0.6813	0.490226	0.824054	0.130841	0.314286	0.003221	0.407993	0	0.196078	1
0.486394	0.372932	0.839644	0.155763	0.389285	0.020934	0.42658	0	0	1
0.343724	0.428572	0.746102	0.292835	0.405357	0.095008	0.32342	0	0	1
0.528976	0.449624	0.828508	0.068536	0.346429	0.014493	0.430297	0	0.313726	1
0.356017	0.371429	0.741648	0.308411	0.455357	0.096618	0.344796	0	0.215686	1
0.304215	0.406015	0.639198	0.280374	0.541071	0.088567	0.334572	0	0	1
0.316947	0.362406	0.632517	0.308411	0.542857	0.088567	0.33829	0	0	1
0.291043	0.372932	0.625835	0.311526	0.566072	0.082126	0.333643	0	0.176471	1
0.287092	0.258647	0.603563	0.311526	0.694642	0.090177	0.337361	0	0.470588	1
0.0439	0.33985	0.772829	0.258567	0.566072	0.099839	0.271376	0	0.607843	1
0.311238	0.321805	0.775056	0.311526	0.560714	0.096618	0.27881	0	0	1
0.280509	0.413534	0.832962	0.274143	0.567857	0.095008	0.241636	0	0	1
0.280509	0.4	0.815145	0.280374	0.532143	0.091787	0.263941	0	0.215686	1
0.346796	0.431579	0.806236	0.255452	0.505357	0.022544	0.30948	0	0	1
0.378404	0.463158	0.797327	0.320872	0.341072	0.019324	0.301115	0.219048	0	1
0.464007	0.418045	0.859688	0.183801	0.353572	0.037037	0.38197	0	0.215686	1
0.488147	0.517293	0.848552	0.152648	0.275	0	0.395911	0	0	1
0.464007	0.413534	0.832962	0.190031	0.392858	0.028986	0.388476	0	0.137255	1
0.431959	0.445113	0.799555	0.258567	0.383928	0.014493	0.368959	0	0	1
0.455226	0.348872	0.812918	0.180685	0.430357	0.030596	0.410781	0	0.333333	1
0.455226	0.348872	0.812918	0.180685	0.448214	0.030596	0.410781	0	0.333333	1
0.455226	0.359399	0.797327	0.190031	0.426785	0.037037	0.407993	0	0.313726	1
0.520194	0.38797	0.797327	0.165109	0.389285	0.019324	0.44052	0	0.058824	1
0.201495	0.621053	0.817372	0.451713	0.367858	0.025765	0.179368	0	0.235294	2
0.321772	0.437594	0.861915	0.305296	0.383928	0.086957	0.268587	0	0.627451	2
0.209836	0.354887	0.799555	0.383178	0.587499	0.107891	0.223048	0	0	2
0.226514	0.392481	0.7951	0.398754	0.546429	0.098229	0.228625	0	0	2
0.21115	0.344361	0.792873	0.389408	0.589286	0.115942	0.229554	0	0	2
0.208517	0.344361	0.797327	0.380062	0.591072	0.111111	0.23513	0	0	2
0.232663	0.407519	0.804009	0.389408	0.460714	0.10628	0.241636	0	0	2
0.224761	0.341353	0.797327	0.389408	0.539286	0.098229	0.242565	0	0	2
0.218612	0.479699	0.783964	0.299065	0.548214	0.059581	0.233271	0	0.27451	2
0.208517	0.314286	0.783964	0.501558	0.544643	0.111111	0.236059	0	0	2
0.209397	0.320301	0.783964	0.570093	0.508929	0.111111	0.236059	0	0	2
0.209836	0.378947	0.768374	0.35514	0.599999	0.098229	0.225836	0	0	2
0.233097	0.403008	0.790646	0.299065	0.535714	0.109501	0.248141	0	0	2
0.21027	0.354887	0.783964	0.392523	0.546429	0.109501	0.243494	0	0.176471	2
0.129058	0.529323	0.688196	0.557632	0.441071	0.177134	0.153346	0	0	2
0.223882	0.395489	0.797327	0.373832	0.519643	0.072464	0.258364	0	0	2
0.199297	0.377444	0.777283	0.367601	0.614285	0.061192	0.241636	0	0	2
0.232663	0.401504	0.777283	0.383178	0.507143	0.107891	0.246283	0	0.196078	2
0.22081	0.342857	0.77951	0.370717	0.55	0.096618	0.25	0	0	2
0.230465	0.273684	0.775056	0.492212	0.610715	0.101449	0.246283	0	0.176471	2
0.3187	0.330827	0.832962	0.255452	0.441071	0.10306	0.328067	0	0.431373	2
0.215101	0.326316	0.766147	0.361371	0.580357	0.070853	0.263941	0	0	2
0.207638	0.359399	0.759466	0.401869	0.616072	0.011272	0.275093	0	0.372549	2
0.208517	0.377444	0.743875	0.367601	0.587499	0.062802	0.259294	0	0	2
0.225635	0.297744	0.741648	0.373832	0.619642	0.107891	0.261152	0	0	2
0.327041	0.395489	0.76392	0.35514	0.4375	0.082126	0.29461	0	0	2
0.3187	0.344361	0.806236	0.239875	0.451785	0.10306	0.343866	0	0.294118	2
0.275679	0.221053	0.723831	0.271028	0.667857	0.099839	0.322491	0	0.470588	2
0.251978	0.291729	0.641425	0.442368	0.607142	0.117552	0.289033	0	0	2
0.305533	0.335338	0.659243	0.35514	0.555357	0.096618	0.312268	0.044444	0	2
0.237048	0.303759	0.634744	0.358255	0.617856	0.091787	0.312268	0.034921	0.431373	2
0.269975	0.243609	0.605791	0.417445	0.546429	0.112721	0.35316	0	0	2
0.309484	0.284211	0.614699	0.168224	0.714285	0.056361	0.370818	0	0.392157	2
0.706764	0.461654	0.701559	0.115265	0.135715	0.012882	0.577138	0	0	2
0.56848	0.466165	0.64588	0.274143	0.239286	0.012882	0.498141	0	0	2
0.597016	0.108271	0	0.495327	0.425	0.130435	0.725836	0	0.666667	2
0.882355	0	0	0.563863	0	0.093398	0.731413	1	0.54902	2
1	0.23609	0	0.221184	0.062501	0.019324	1	0	0.470588	2
0.485954	0.556391	0	0.221184	0.510714	0.016103	0.565985	0	0.156863	2
0.308605	0.449624	0	0.084112	0.82857	0	0.516729	0	0	2
0.679987	0.075188	0	0.149533	0.607142	0	0.859665	0	0	2
0.712908	0.043609	0	0.143302	0.583929	0	0.885688	0	0	2
0.729591	0.287218	0	0.11838	0.394642	0.009662	0.833643	0	0	2
0.341087	0.410526	0.853007	0.302181	0.489286	0.091787	0.258364	0	0.27451	2
0.321337	0.356391	0.884187	0.280374	0.469643	0.096618	0.27881	0	0	2
0.320898	0.403008	0.86637	0.323988	0.458928	0.082126	0.26487	0	0	2
0.313435	0.377444	0.868597	0.34891	0.45	0.088567	0.267658	0	0.196078	2
0.260314	0.449624	0.819599	0.47352	0.401785	0.10306	0.227695	0	0	2
0.24495	0.386466	0.81069	0.386293	0.485714	0.10467	0.241636	0	0.568627	2
0.235735	0.425564	0.7951	0.367601	0.471428	0.10306	0.23513	0	0	2
0.320019	0.378947	0.837417	0.320872	0.4625	0.093398	0.277881	0	0	2
0.240565	0.330827	0.788419	0.41433	0.5625	0.10306	0.241636	0	0.411765	2
0.251099	0.37594	0.788419	0.370717	0.541071	0.090177	0.248141	0	0	2
0.25988	0.413534	0.775056	0.442368	0.483928	0.099839	0.237918	0	0	2
0.4662	0.371429	0.819599	0.267913	0.525	0.086957	0.287175	0	0	2
0.332311	0.330827	0.815145	0.395639	0.482143	0.093398	0.289963	0	0.235294	2
0.242318	0.332331	0.804009	0.302181	0.525	0.090177	0.29461	0	0	2
0.424058	0.458647	0.507795	0.35514	0.389285	0.078905	0.410781	0	0.333333	2
0.418348	0.42406	0.465479	0.429907	0.423214	0.085346	0.384758	0.085714	0.333333	2
0.39728	0.488722	0.300668	0.417445	0.348215	0.062802	0.476766	0	0.352941	2
0.4662	0.454135	0.224944	0.333333	0.425	0.05314	0.530669	0	0	2
0.658034	0.446617	0	0.333333	0.255357	0.030596	0.744424	0	0.196078	2
0.306407	0.406015	0.886414	0.277259	0.478571	0.093398	0.252788	0	0	2
0.300703	0.44812	0.875278	0.389408	0.357142	0.086957	0.258364	0	0.294118	2
0.305533	0.390978	0.857461	0.299065	0.530357	0.083736	0.25	0	0	2
0.295873	0.369925	0.868597	0.314642	0.45	0.088567	0.27974	0	0.54902	2
0.303336	0.341353	0.846325	0.246106	0.582143	0.090177	0.274164	0	0.235294	2
