0.037781	0.730769	0.111111	0.364014	0.631579	0.297297	0.4175	0.285714	0.479167	0.581152	0.074074	0.184358	0.730769	0.387187	0.525478	0	0	0.806452	0.233333	0.1875	0.666667	0.62757	1	1
0.370619	0.5	0.888889	0.364014	0.778947	0.135135	0.75	0.360902	0.479167	0.559796	0.259259	0.181564	0.711538	0.356546	0.566879	0	0	0.903226	0.3	0.375	0.666667	0.594845	1	1
0.245417	0.538462	0.888889	0	0.568421	0.135135	0.4175	0.360902	0.375	0.21466	0.259259	0.156425	0.564231	0.406685	0.535032	0	0	0.806452	0.433333	0.375	0.666667	0.716189	1	1
0.219524	0.538462	0.111111	0	0.526316	0.297297	0.4175	0.43609	0.479167	0.581152	0.259259	0	0.807692	0.45961	0.652866	0.3125	0	0.741935	0.2	0.21875	0.666667	0.675934	1	1
0.230078	0.538462	0.111111	0	0.526316	0.135135	0.335	0.421053	0.395833	0.319372	0.222222	0.240223	0.564231	0.356546	0.496815	0.3125	0	0.806452	0.266667	0.375	0.666667	0.594845	1	1
0.194981	0.961538	0.111111	1	0.526316	0.297297	0.4175	0.398496	0.375	0.581152	0.259259	0	1	0.598886	0.493631	0.375	0	0.806452	0.2	0.0625	0.666667	0.675934	1	1
0.194981	0.961538	0.888889	1	0.526316	0.297297	0.1675	0.398496	0.375	0.581152	0.222222	0	1	0.598886	0.493631	0.375	0	0.806452	0.366667	0.0625	0.666667	0.675934	1	1
0.21414	0.5	0.111111	1	0.842105	0.216216	0.5	0.360902	0.375	0.790576	0.296296	0.634078	0.673077	0.125348	0.312102	0	0	0.967742	0.333333	0.3125	0.666667	0.675644	1	1
0.21414	0.5	0.888889	0	0.842105	0.216216	0.1675	0.360902	0.229167	0.581152	0.259259	0.432961	0.673077	0.208914	0.442675	0	0	0.967742	0.333333	0.3125	0.666667	0.673907	1	1
0.191729	0.730769	0.111111	1	0.526316	0.216216	0.335	0.360902	0.375	0.790576	0.074074	0.441341	0.615385	0.236769	0.404459	0	0	0.806452	0.333333	0.3125	0.666667	0.576021	1	1
0.230461	0.423077	0.444444	1	0.105263	0.27027	0.1675	0.210526	0.166667	0.559796	0.275914	0	0.615385	0.598886	0.493631	0	0	0.806452	0.266667	0.15625	0.666667	0.482769	1	1
0.230461	0.423077	0	1	0.105263	0.27027	0.1675	0.323308	0.166667	0.559796	0.275914	0.164804	0.615385	0.495822	0.423567	0	0	0.806452	0.6	0.15625	0.666667	0.482769	1	1
0.191453	0.423077	0.444444	0	0.736842	0.081081	0.335	0.390977	0.145833	0.581152	0.275914	0.307263	0.538462	0.387187	0.38535	0	0	0.806452	0.333333	0.125	0.666667	0.576021	1	1
0.191453	0.423077	0	1	0.736842	0.081081	0.5	0.398496	0.1875	0.581152	0.275914	0.187151	0.538462	0.423398	0.480892	0	0	0.354839	0.466667	0.125	0.666667	0.576021	1	1
0.222899	0.846154	0.111111	1	0.526316	0.27027	0.25	0.360902	0.270833	0.633508	0.259259	0	0.923077	0.495822	0.611465	0	0	0.548387	0.333333	0.0625	0.666667	0.697075	1	1
0.194981	0.846154	0.888889	1	0.315789	0.27027	0.1675	0.285714	0.395833	0.633508	0.259259	0	0.923077	0.598886	0.493631	0	0	0.322581	0.333333	0.0625	0.666667	0.697075	1	1
0.219355	0.846154	0.111111	1	0.105263	0.216216	0.1675	0.383459	0.270833	0.633508	0.166667	0.03352	0.846154	0.476323	0.595541	0.25	0	0.645161	0.333333	0.0625	0.666667	0.392268	1	1
0.21954	0.961538	0.888889	1	0.526316	0.27027	0.4175	0.285714	0.395833	0.790576	0.259259	0.223464	0.826923	0.45961	0.398089	0	0	0.806452	0.333333	0.21875	0.666667	0.697075	1	1
0.21954	0.961538	0.111111	1	0.526316	0.27027	0.4175	0.300752	0.3125	0.790576	0.166667	0.164804	0.826923	0.495822	0.423567	0	0	0.806452	0.333333	0.21875	0.666667	0.697075	1	1
0.21954	0.5	0.111111	1	0.263158	0.243243	0.1675	0.360902	0.6875	0.581152	0.222222	0.558659	0.788462	0.111421	0.414013	0	0	0.774194	0.266667	0.21875	0.666667	0.697075	1	1
0.21954	0.5	0.888889	1	0.263158	0.243243	0.1675	0.398496	0.708333	0.581152	0.259259	0.606145	0.788462	0.069638	0.407643	0	0	0.870968	0.266667	0.21875	0.666667	0.697075	1	1
0.037843	0.730769	0.111111	1	0.421053	0.243243	0.335	0.218045	0.4375	0.47644	0.111111	0.212291	0.580769	0.370474	0.509554	0	0	0.806452	0.233333	0.1875	0.666667	0.896322	1	1
0.037843	0.730769	0.666667	0	0.315789	0.243243	0.1675	0.210526	0.25	0.47644	0.074074	0.23743	0.580769	0.339833	0.519108	0.125	0	0.806452	0.3	0.1875	0.666667	0.772372	1	1
0.068261	0.423077	0	1	0.105263	0.189189	0.1675	0.315789	0.145833	0.685864	0.275914	0	0.548077	0.612813	0.477707	0	0	0.322581	0.433333	0.1875	0.666667	0.697075	1	1
0.188584	0.538462	0.111111	1	0.315789	0.216216	0.335	0.360902	0.8125	0.790576	0.222222	0	0.576923	0.495822	0.611465	0.125	0	0.967742	0.266667	0.375	0.666667	0.573125	1	1
0.188584	0.538462	0.888889	1	0.157895	0.216216	0.1675	0.285714	0.520833	0.790576	0.277778	0.212291	0.576923	0.370474	0.509554	0.25	0	0.806452	0.333333	0.375	0.666667	0.573125	1	1
0.22747	0.5	0.888889	1	0.263158	0.243243	0.4175	0.285714	0.583333	0.581152	0.333333	0	0.538462	0.598886	0.493631	0	0	0.903226	0.333333	0	0.666667	0.573125	1	1
0.22747	0.5	0.111111	0	0.210526	0.243243	0.4175	0.360902	0.479167	0.790576	0.296296	0.195531	0.538462	0.476323	0.410828	0	0	0.967742	0.333333	0	0.666667	0.573125	1	1
0.068261	0.423077	0	1	0.105263	0.189189	0.1675	0.315789	0.145833	0.685864	0.275914	0	0.548077	0.576602	0.519108	0	0	0.322581	0.433333	0.1875	0.666667	0.697075	1	1
0.194996	0.846154	0.888889	0	0.526316	0.216216	0.1675	0.360902	0.520833	0.685864	0.259259	0	0.873077	0.406685	0.713376	0.75	0	0.645161	0.333333	0.0625	0.666667	0.576021	1	1
0.194996	0.846154	0.111111	0	0.526316	0.216216	0.4175	0.383459	0.479167	0.633508	0.259259	0	0.873077	0.406685	0.713376	0.75	0	0.483871	0.5	0.0625	0.666667	0.576021	1	1
0.195641	0.961538	0.111111	1	0.736842	0.216216	0.335	0.345865	0	0.581152	0.148148	0.03352	0.569231	0.476323	0.595541	0	0	0.451613	0.566667	0.15625	0.666667	0.573125	1	1
0.195641	0.961538	0.888889	1	0.578947	0.216216	0.25	0.406015	0.020833	0.581152	0.074074	0.22067	0.569231	0.423398	0.44586	0	0	0.548387	0.233333	0.15625	0.666667	0.573125	1	1
0.194996	0.846154	0.111111	0	0.526316	0.216216	0.4175	0.43609	0.625	0.633508	0.351852	0	0.884615	0.495822	0.611465	0	0	0.419355	0.233333	0.0625	0.666667	0.576021	1	1
0.220905	0.730769	0.111111	1	0	0.081081	0.1675	0.135338	0.375	0.47644	0.166667	0	0.615385	0.45961	0.652866	0	0	0.806452	0.283333	0.0625	0.666667	0.573125	1	1
0.220905	0.730769	0.666667	1	0	0.081081	0.25	0.210526	0.270833	0.47644	0.166667	0	0.615385	0.495822	0.611465	0.3125	0	0.548387	0.3	0.0625	0.666667	0.573125	1	1
0.21957	0.538462	0.888889	1	0.315789	0.297297	0.5	0.353383	0.4375	0.371728	0.333333	0.067039	0.769231	0.557103	0.464968	0	0	0.774194	0.433333	0.21875	0.666667	0.576021	1	1
0.196806	0.846154	0.111111	0	0.315789	0.297297	0.1675	0.285714	0.229167	0.581152	0.222222	0	0.653846	0.495822	0.611465	0	0	0.322581	0.333333	0.15625	0.666667	0.576021	1	1
0.196806	0.846154	0.888889	1	0.315789	0.297297	0.335	0.398496	0.229167	0.685864	0.166667	0	0.653846	0.495822	0.611465	0	0	0.322581	0.333333	0.15625	0.666667	0.57327	1	1
0.195901	0.5	0.888889	1	0.315789	0	0.25	0.511278	0.583333	0.47644	0.259259	0	0.769231	0.598886	0.493631	0	0	0.806452	0.3	0.0625	0.666667	0.57327	1	1
0.194996	0.846154	0.888889	0	0.526316	0.216216	0.1675	0.43609	0.5625	0.559796	0.351852	0	0.884615	0.406685	0.713376	0	0	0.645161	0.266667	0.0625	0.666667	0.576021	1	1
0.22747	0	0.666667	1	0.210526	0.081081	0.6675	0.06015	0.104167	0.581152	0.555556	0.131285	0.538462	0.495822	0.461783	0	0	0.645161	0.333333	0	0.666667	0.57327	1	1
0.22747	0	0.111111	1	0.210526	0.081081	0.75	0.360902	0.270833	0.581152	0.62963	0	0.538462	0.598886	0.493631	0	0	0.903226	0.5	0	0.666667	0.57327	1	1
0.220061	0.961538	0.111111	0	0.315789	0.108108	0.25	0.285714	0.416667	0.581152	0.074074	0.26257	0.769231	0.309192	0.525478	0	0	0.806452	0.333333	0.375	0.666667	0.576021	1	1
0.220061	0.961538	0.888889	0	0.315789	0.108108	0.1675	0.285714	0.458333	0.581152	0.074074	0.329609	0.769231	0.222841	0.547771	0	0	0.806452	0.333333	0.375	0.666667	0.576021	1	1
0.218036	0.730769	0.666667	1	0.368421	0.162162	0.4175	0.210526	0.270833	0.47644	0.074074	0.064246	0.673077	0.45961	0.573248	0.25	0	0.806452	0.233333	0.21875	0.666667	0.395019	1	1
0.190471	1	0.888889	0	0.210526	0.108108	0.1675	0.37594	0.5625	0.790576	0.259259	0	0.807692	0.598886	0.493631	0.25	0	0.645161	0.3	0.0625	0.666667	0.312395	1	1
0.370634	0.423077	0.888889	0	0.210526	0.27027	0.4175	0.218045	0.166667	0.790576	0.275914	0	0.576923	0.51532	0.589172	0	0	0.83871	0.333333	0.375	0.666667	0.762815	1	1
0.370634	0	0.111111	0	0.526316	0.216216	0.5	0.21203	0.229167	0.581152	0.740741	0.206704	0.692308	0.339833	0.55414	0	0.083333	0.967742	0.433333	0.375	0.666667	0.762815	1	1
0.370634	0.538462	0.111111	0	0.894737	0.27027	0.1675	0.323308	0.479167	0.371728	0.333333	0.455307	0.647308	0.069638	0.579618	0.375	0	0.806452	0.333333	0.375	0.666667	0.762815	1	1
0.21664	0.730769	0.111111	0	0.631579	0.054054	0.335	0.360902	0.375	0.47644	0.074074	0.156425	0.711538	0.406685	0.538217	0	0	0.258065	0.25	0.15625	0.666667	0.762815	1	1
